#{"t_start": 1646005197.5494184, "env_id": null}
r,l,t
-605.3,267,67125.428516
-16.8,231,67142.705423
-42.3,237,67159.745746
-1049.8,364,67189.39157
-880.8,328,67214.578683
-891.4,298,67237.651699
-57.4,218,67255.899509
-785.6,310,67280.451802
-635.9,277,67300.53415
-888.0,298,67323.977716
-611.4,267,67345.342813
-309.2,244,67365.917241
-338.7,272,67385.325798
-81.7,227,67404.761809
-604.9,274,67424.666831
-203.7,226,67444.344454
-89.3,240,67461.902993
-624.0,273,67483.597126
-472.3,290,67506.099843
-824.1,331,67532.012489
70.9,431,67565.70218
-475.2,225,67582.073902
-150.6,384,67614.18032
-235.5,231,67634.945167
-360.3,245,67652.521856
-167.4,229,67670.592433
-329.6,236,67690.122804
-385.6,277,67709.477297
29.3,218,67727.494106
0.1,212,67743.802177
-303.4,262,67762.901199
-87.7,225,67781.323452
16.6,216,67797.536516
-477.4,277,67819.595752
61.3,213,67835.845553
-717.6,316,67859.807538
-380.9,211,67876.168125
-107.4,217,67892.425006
-366.8,279,67913.856696
-67.9,222,67931.054696
34.6,238,67947.481804
-685.7,259,67969.570256
-146.7,243,67989.519693
-407.9,238,68007.615772
-457.7,244,68026.24373
-982.2,277,68048.496934
-441.9,274,68069.951201
-251.4,264,68088.98362
-23.1,214,68107.675418
-491.6,288,68128.072961
-325.2,210,68146.154521
-513.8,256,68164.986967
-17.2,235,68184.538448
1.3,429,68219.408283
-342.3,264,68238.498029
14.4,310,68265.031907
-607.9,306,68288.421581
32.0,225,68304.869705
-10.0,314,68329.92414
-104.4,216,68346.968444
-109.8,248,68367.554213
-232.2,240,68385.605262
19.2,229,68402.672334
-994.8,320,68430.008313
13.1,226,68446.519764
53.7,210,68462.750296
-323.1,263,68484.123538
-45.1,236,68501.20341
-234.1,191,68517.864681
-220.1,274,68539.332482
-19.9,220,68556.343956
-42.2,223,68572.387895
-426.4,258,68592.698447
-659.8,298,68616.491406
42.7,216,68633.048215
-756.1,314,68657.212527
-576.4,281,68679.95277
-941.4,315,68705.17211
-523.7,272,68725.520062
-786.3,289,68748.617382
-549.2,274,68770.157866
-671.8,288,68792.801698
51.3,348,68819.800802
-227.0,224,68838.718746
-481.4,277,68858.750563
-197.7,229,68877.650988
-523.2,273,68899.692969
13.1,225,68916.428765
-312.9,201,68932.625312
-418.4,270,68952.65845
-784.3,316,68978.448999
36.7,231,68994.949862
-641.9,259,69016.08243
-389.0,245,69033.460006
-80.7,253,69053.557549
-489.2,265,69072.644543
-71.3,225,69088.938971
-157.8,207,69105.203417
-128.8,207,69123.535262
50.2,219,69140.034215
-12.8,228,69157.104121
-240.4,253,69178.146403
-20.9,381,69207.21137
42.1,361,69236.758331
-523.0,254,69258.94346
0.3,222,69276.370582
-574.5,274,69295.862754
-126.8,208,69313.434164
15.6,396,69345.488166
-664.6,304,69369.213966
-153.6,238,69387.879555
-312.1,258,69409.06424
-323.9,213,69427.371007
55.0,217,69443.924687
-322.6,271,69465.306208
-120.8,245,69482.657645
-134.2,339,69509.670858
-78.0,217,69528.487615
6.2,221,69545.128838
-513.4,265,69565.297818
-41.9,211,69581.692864
-1024.8,279,69604.140877
-341.4,235,69623.344125
-115.4,217,69640.410667
-270.9,250,69658.456989
-789.2,279,69681.748028
-681.8,261,69703.060523
-125.7,230,69720.080442
-335.0,250,69740.827095
-33.1,433,69775.867337
-451.7,262,69795.912348
-290.0,208,69814.972103
-272.9,245,69833.305059
-803.0,277,69857.458391
-531.0,268,69877.50922
53.8,224,69896.490307
57.5,209,69912.929295
-358.9,265,69931.96441
-321.8,409,69968.838681
-546.1,292,69988.98235
-798.9,299,70012.029597
-184.1,226,70031.213476
-933.2,289,70054.595469
-230.4,225,70071.208539
-385.7,239,70090.369585
-183.8,230,70109.555509
-531.5,292,70130.934546
-560.0,289,70154.028595
-1262.7,315,70180.111676
-33.6,344,70209.142745
-388.8,272,70230.902761
-64.0,214,70247.782768
-356.8,247,70266.662101
-374.2,379,70298.522743
-1077.8,319,70324.605836
44.4,381,70358.082849
-609.8,267,70379.47365
-729.5,285,70402.471225
-192.6,435,70437.509989
-252.2,261,70458.597113
-320.7,243,70477.105994
-756.8,270,70499.337473
45.1,213,70515.572087
15.7,391,70547.70214
52.3,425,70582.386208
-140.3,249,70600.442242
-1164.5,331,70628.205328
-451.1,272,70648.231334
-199.8,210,70667.22631
-479.5,278,70687.25828
-208.5,223,70706.289359
34.1,215,70722.534292
-290.4,279,70742.126304
-143.0,214,70760.35826
38.7,215,70776.598575
-506.3,270,70796.977412
-116.6,210,70815.246367
-532.6,289,70836.086358
-493.4,248,70857.12912
-112.9,255,70877.415485
-420.4,261,70896.525311
-136.8,239,70915.97319
-708.3,282,70937.274269
-380.1,221,70955.755568
-544.5,254,70974.790299
-184.6,243,70995.44627
-57.4,228,71012.372822
-351.9,261,71031.448283
7.3,229,71050.477079
-443.3,261,71070.677228
-712.1,237,71090.95238
-707.3,294,71114.247252
16.1,217,71130.774221
-716.9,283,71153.831756
47.9,217,71170.341434
-559.4,279,71192.341198
-729.0,301,71215.704235
-617.7,295,71239.711257
-48.9,215,71256.792347
-914.8,328,71282.888233
-172.1,246,71301.276393
-75.2,209,71319.840205
-557.1,261,71339.69425
-243.5,241,71359.767164
-145.6,241,71377.86619
-289.2,435,71412.93821
-60.6,222,71432.131228
-792.0,302,71455.680139
-529.6,289,71475.697509
-62.7,409,71511.370189
-20.7,224,71528.862229
-568.3,266,71549.128173
-210.7,229,71568.564211
-623.7,281,71591.351085
-550.6,273,71612.035106
-80.6,228,71631.287901
-19.8,226,71648.977841
-345.0,233,71666.996148
-595.6,297,71690.589204
-588.0,270,71712.371117
-331.1,237,71730.464458
-114.6,236,71750.632271
-44.7,218,71767.39703
-435.5,264,71786.518191
-727.7,318,71813.002152
-105.0,237,71830.32313
-268.6,263,71850.961136
25.4,221,71868.269122
3.5,379,71899.039124
5.9,220,71915.335308
-400.4,271,71935.409137
-837.7,256,71957.808336
-749.6,289,71981.508139
-530.6,258,72000.760149
-155.9,214,72018.803144
-691.0,292,72041.557102
-468.0,298,72062.783404
-308.2,226,72082.509125
-988.4,354,72109.743151
10.1,222,72128.628582
58.8,203,72145.844099
57.6,209,72162.425052
-300.3,209,72179.042103
-587.4,277,72199.728045
-1259.7,384,72231.426163
-775.9,302,72255.244323
-34.6,216,72273.666146
6.4,221,72290.862001
-13.7,430,72325.919122
-300.3,249,72347.616
-6.3,233,72365.384021
-66.8,224,72382.64653
1.1,220,72399.72252
-249.6,229,72419.001339
-2.2,231,72435.857444
-246.6,257,72455.21607
-14.0,208,72473.522001
-68.3,230,72489.992997
-312.3,218,72506.796026
-593.3,265,72528.05104
-676.6,285,72550.266634
-834.8,281,72571.352111
-1287.8,321,72599.331026
-761.5,276,72620.408012
-1161.5,323,72647.999048
-701.6,304,72671.897001
-756.4,272,72692.940017
-557.1,253,72713.94815
-384.2,256,72733.050015
-150.2,203,72749.336056
33.7,206,72765.723106
-28.9,208,72783.805143
-328.6,217,72800.971948
75.0,198,72817.242998
-28.6,208,72833.636018
-384.1,271,72852.868061
-228.8,215,72871.446527
-5.7,223,72889.168507
29.4,407,72922.568
-323.6,248,72941.662008
-362.7,237,72961.546002
-671.7,279,72984.396959
-10.9,436,73019.466984
-367.8,245,73038.542994
-351.6,222,73058.892991
-79.3,391,73092.506922
-26.5,233,73109.976553
-349.5,261,73130.053979
-96.8,363,73161.543983
-161.3,244,73182.106027
-681.5,300,73205.466921
-10.6,223,73222.757962
-285.2,237,73240.939959
-103.5,239,73261.018242
-502.7,288,73282.10449
-389.2,252,73302.480101
-342.8,250,73321.582714
-322.0,214,73340.976903
15.5,217,73358.211793
-59.0,213,73374.86795
-18.3,229,73392.030926
-66.7,237,73412.212481
-133.1,254,73430.864865
-114.9,205,73447.333125
-444.6,241,73467.965858
-144.8,234,73485.550884
-871.0,308,73510.58623
-269.8,256,73529.655877
-400.4,235,73550.204913
-422.3,267,73571.499871
-476.3,282,73592.532879
-1066.4,290,73615.289209
-30.7,229,73634.164089
-732.2,293,73655.233284
-754.6,242,73675.720053
-347.6,248,73694.90104
-1071.0,301,73719.507902
-0.1,215,73738.102815
-65.2,223,73754.983497
-293.5,374,73784.007898
-315.5,211,73802.5999
-736.3,297,73827.1597
-494.2,410,73862.272079
-1121.3,331,73889.260854
-313.7,251,73908.358779
-29.7,378,73940.484801
-352.6,213,73958.896781
-163.3,212,73978.474868
-1047.0,310,74003.753828
-464.5,270,74023.793003
-225.2,228,74043.656805
-116.7,237,74060.692935
-273.9,249,74079.725818
26.3,372,74111.562748
-190.8,234,74131.445719
-66.2,231,74149.054761
-387.1,248,74169.026756
-276.7,218,74186.087799
-439.6,224,74206.131812
41.6,234,74224.089961
-596.9,254,74245.100773
-148.4,213,74261.471776
-625.2,273,74281.523771
48.8,216,74299.679714
60.0,203,74315.977897
-214.1,359,74343.812708
7.9,227,74362.956787
-675.3,291,74384.989744
-1305.7,317,74412.969719
-933.7,299,74438.054695
29.2,216,74454.645756
-864.5,278,74478.283713
-675.0,259,74498.069787
-723.3,254,74519.332738
-400.6,238,74536.997716
-285.3,254,74558.040667
15.9,417,74593.114733
-390.9,270,74612.553664
-781.7,268,74635.324651
-151.0,236,74653.421711
-745.7,303,74679.491762
-117.2,215,74696.165724
-766.9,296,74720.010957
2.3,400,74753.420638
88.6,344,74781.121819
-540.0,243,74799.34539
-850.3,257,74821.494672
-264.1,245,74842.280613
-77.0,226,74859.300599
-4.8,374,74893.033593
3.6,223,74910.183606
-572.4,278,74933.832607
-11.0,206,74950.646625
37.5,213,74967.161597
-13.0,204,74983.651501
-543.4,278,75006.127673
-59.7,223,75023.731531
-481.8,270,75044.256556
-208.0,217,75062.67297
-568.2,272,75082.73355
-205.2,216,75101.505588
25.8,229,75119.285603
-326.7,267,75138.625554
-1256.5,328,75167.498688
-599.7,264,75187.592596
-312.2,214,75207.309514
-128.4,243,75225.940544
-324.8,245,75244.973507
-350.4,242,75265.289474
-813.5,276,75288.520545
-65.3,221,75305.539459
-715.5,267,75325.903082
-274.3,224,75345.465817
-564.8,274,75365.791487
44.4,212,75384.216491
-490.7,246,75403.394451
-206.0,248,75424.065404
-80.9,222,75441.438637
-39.1,219,75458.488459
-116.6,222,75475.827479
-361.0,227,75493.88146
-60.6,200,75510.177325
-330.0,224,75529.63347
-1198.0,365,75558.707909
-341.4,226,75577.885448
-569.2,287,75598.930499
-184.6,214,75617.764392
-202.9,232,75635.132401
-291.2,255,75654.262457
34.3,214,75672.838547
69.7,209,75689.042408
-240.6,238,75708.138478
-178.7,234,75726.191883
-827.9,294,75750.254394
14.6,218,75769.865382
-691.8,276,75792.110406
-401.7,219,75809.193359
-148.4,206,75827.938401
-628.7,297,75850.0244
-841.1,240,75871.500409
-131.9,212,75888.609434
-251.5,251,75909.323333
21.9,215,75925.806327
-833.9,296,75949.876548
30.8,205,75966.590347
-263.2,215,75983.674422
-486.7,257,76003.71038
-284.5,218,76022.760414
-786.4,303,76047.957242
-1117.9,339,76075.020367
-79.1,250,76093.156324
-809.6,294,76117.113364
-359.0,221,76137.623327
-459.2,277,76158.055465
-877.7,282,76182.000314
-395.6,243,76202.504259
-801.8,327,76227.843305
-270.7,219,76244.964535
-134.5,238,76264.711193
67.7,400,76298.540322
-730.4,283,76320.12926
-266.5,212,76337.218283
16.3,211,76355.086308
-365.3,398,76390.132515
14.4,323,76415.343878
-197.9,210,76431.903024
-672.8,280,76454.136232
-225.1,231,76471.674269
-423.6,251,76491.069212
-74.5,207,76509.209242
-203.7,223,76527.352158
-731.0,284,76550.739216
-987.0,299,76575.679184
34.8,316,76600.311178
-12.6,402,76635.272133
-308.2,232,76653.347827
-179.0,242,76673.38508
-617.5,234,76693.765934
-681.0,271,76716.436136
-170.3,238,76735.219134
-821.9,268,76758.330266
-99.0,223,76775.807101
-32.6,215,76792.847975
-241.0,241,76811.882109
-780.6,238,76832.465464
-166.3,226,76850.240157
-1228.3,359,76881.127244
67.1,388,76913.205106
-666.8,296,76936.736194
47.4,212,76953.023053
-309.0,234,76970.730986
-495.6,254,76992.576065
-24.4,213,77008.763457
-518.3,276,77029.670105
-107.0,211,77048.432585
-57.9,215,77065.341071
-538.7,272,77086.084399
-828.6,265,77108.11763
-89.0,227,77126.200848
-73.9,212,77143.307061
-224.7,221,77162.279068
-399.6,264,77182.319999
-86.1,223,77202.196999
-398.0,255,77222.263904
-806.0,277,77245.406622
-795.0,304,77270.349039
89.7,374,77304.145964
-20.0,226,77322.052605
-385.6,248,77341.219934
-1290.7,316,77370.345993
15.1,408,77405.427919
-217.4,215,77422.821944
-87.6,210,77439.336006
-385.9,268,77461.298252
1.8,215,77478.57369
-98.0,220,77497.376915
-189.2,213,77515.41299
-382.7,258,77537.080454
84.8,217,77554.40595
-357.1,267,77573.474897
-928.3,351,77605.540946
-324.7,248,77624.658901
-1043.7,311,77651.644071
37.3,226,77668.97594
-620.0,270,77689.684898
-54.6,213,77708.777745
-71.5,216,77725.843882
-453.6,421,77760.872885
-252.6,254,77781.910882
-665.3,271,77803.015839
-0.5,416,77837.399078
-1138.3,312,77864.738132
-954.8,291,77886.879737
3.5,197,77903.986901
-753.5,229,77924.026883
-822.0,286,77947.782878
22.2,397,77980.864814
31.7,208,77997.183801
-352.7,233,78014.33809
-198.7,257,78033.460801
-820.1,293,78056.714841
-25.6,208,78073.179796
-5.4,211,78092.238788
36.0,209,78108.8628
-99.9,224,78126.104782
4.2,222,78143.157802
-709.8,239,78165.095813
-444.0,242,78184.778999
-32.2,209,78201.829343
-531.7,226,78220.950872
-311.7,204,78238.775768
-420.2,221,78259.374753
-23.5,215,78276.939277
-84.9,384,78311.149697
-48.7,211,78328.594234
16.5,208,78346.334712
-613.8,257,78366.451779
-116.1,221,78386.705867
-952.5,300,78412.702721
-908.9,297,78436.473691
-211.4,202,78455.825764
2.7,202,78473.614719
-909.1,298,78499.27665
-632.2,248,78521.50174
-269.9,234,78540.761775
-71.0,211,78557.3987
-929.6,309,78586.407631
-150.5,217,78605.221364
-21.8,211,78622.276701
-496.8,246,78642.310834
-253.4,221,78660.407706
-538.6,212,78680.674618
-442.3,249,78699.983642
-208.0,231,78719.065709
-400.3,210,78739.148592
-191.7,208,78756.602707
-691.5,278,78777.676632
-855.8,288,78801.668815
-112.2,224,78819.811558
-170.5,217,78838.636735
-792.6,379,78869.038639
-9.3,210,78887.418533
70.3,202,78903.691644
23.0,198,78920.181584
-781.3,253,78940.524544
-294.3,241,78959.751542
-732.3,213,78979.146532
-53.2,227,78996.232727
-397.6,248,79015.277555
-132.5,217,79034.241336
-246.0,232,79051.802584
-433.9,265,79073.397531
-35.1,211,79090.6435
-3.4,209,79107.913586
-54.4,218,79125.143217
-95.7,225,79142.188548
-961.0,333,79169.213532
-1123.3,281,79192.8555
-259.2,223,79212.676755
-1110.0,314,79238.829586
-86.6,217,79255.966137
-496.5,263,79276.035564
-34.8,214,79294.781479
-765.7,297,79318.940494
50.5,213,79335.527503
-474.9,261,79355.565556
-721.5,240,79376.899802
-191.6,223,79394.98696
-950.0,290,79421.301452
-155.9,222,79438.771485
-802.0,261,79460.436396
-464.1,235,79479.623612
-63.6,209,79496.692469
-109.4,232,79515.105502
-23.5,205,79531.377668
-387.5,212,79550.822433
44.8,209,79567.309395
-64.4,210,79584.381402
-511.8,378,79616.411588
-459.5,244,79635.515415
-328.9,252,79656.716352
-27.1,225,79673.570506
-53.9,220,79691.150394
-253.9,252,79710.457396
-710.7,283,79734.505367
-206.9,223,79754.556823
-97.5,211,79772.381403
-73.2,207,79789.282403
-309.1,241,79807.354464
-203.9,237,79828.086297
-863.6,282,79850.125337
-1065.9,295,79874.199366
-790.9,254,79895.291411
-311.4,239,79914.462369
-284.7,230,79934.974314
-791.9,300,79958.974281
58.8,211,79975.277252
-177.2,247,79994.455364
-315.5,238,80013.503309
-121.3,202,80029.781276
-666.2,227,80049.72334
-405.4,285,80072.682302
-747.6,286,80094.740347
-184.1,200,80111.019341
-243.8,203,80127.338311
7.5,195,80143.777322
-383.6,212,80164.261253
-24.3,219,80181.445306
-1183.3,319,80209.482549
-736.7,257,80231.865276
-403.8,413,80266.943163
-442.9,242,80285.980266
-99.3,220,80304.021225
-232.3,213,80322.391279
-318.5,216,80341.852637
-455.6,253,80361.023246
-132.6,237,80379.067249
-113.9,210,80397.53727
-236.4,233,80414.850535
-384.2,253,80433.897296
42.9,202,80450.198215
26.1,211,80469.055118
-636.4,249,80488.267229
18.3,413,80523.370333
-520.9,240,80543.400196
-60.0,223,80560.422169
-52.4,225,80577.524791
-151.3,217,80594.045195
-263.2,234,80614.219397
-98.8,227,80631.305745
-481.9,246,80650.503124
-186.9,224,80669.835161
-71.0,217,80686.938208
-400.5,234,80705.125607
-407.3,243,80724.37788
-118.6,204,80742.919125
-661.2,282,80763.973168
-275.0,218,80783.462089
-272.1,225,80800.97786
-641.1,273,80822.203095
-251.1,204,80841.045575
-906.5,298,80865.304098
-42.3,232,80883.039039
-469.7,257,80903.115124
-430.1,233,80923.177351
-610.8,265,80943.930968
-1466.1,340,80973.697383
35.3,208,80990.004043
32.5,207,81006.676949
-1012.7,325,81033.068072
-269.3,235,81053.43525
-63.5,214,81070.939117
-272.5,228,81089.300953
-1177.3,348,81117.344
-11.5,211,81136.351053
15.4,206,81153.109031
-760.7,291,81177.294961
-149.3,217,81195.553035
-603.1,273,81215.713007
-397.5,236,81238.763822
-970.5,302,81264.965027
-1174.3,356,81293.315998
-102.5,382,81328.427621
-292.1,239,81349.089926
-943.5,299,81374.708984
65.9,207,81391.009939
-2.0,217,81407.729683
-376.1,271,81427.792976
-238.6,202,81447.019001
-694.4,291,81469.580982
-60.6,198,81485.968794
-106.2,208,81503.060947
23.9,365,81535.152916
-286.2,234,81553.501912
-531.2,231,81574.831888
-254.6,220,81592.869935
16.7,207,81609.906971
-1086.7,288,81634.76483
-439.2,236,81653.831209
-1293.4,321,81682.898044
-246.7,233,81701.446441
-121.5,216,81718.509409
-712.2,261,81740.574775
67.2,193,81757.263365
0.2,407,81792.376838
-383.0,289,81813.451845
-499.8,227,81833.500703
-531.6,263,81853.73192
-1097.2,293,81878.77683
-829.2,243,81900.379907
57.7,199,81916.802852
-43.8,215,81934.561789
-170.0,213,81952.286851
-255.6,233,81971.393812
-5.9,216,81990.930857
-133.1,232,82009.128361
-340.1,195,82026.302765
-303.8,210,82043.318876
-604.8,260,82063.609955
-152.0,331,82094.104806
-757.9,271,82117.102764
-129.0,397,82151.296344
-966.1,251,82173.374767
-245.3,251,82192.381788
-886.2,213,82212.419966
-507.9,269,82232.454822
-789.5,237,82253.524284
-537.0,406,82288.558965
-683.3,281,82312.0119
-801.8,295,82336.74372
-195.3,235,82355.245772
-243.1,237,82373.422723
-73.0,417,82408.544694
-87.0,346,82441.073786
-654.9,254,82461.232688
-272.0,337,82491.196119
-20.1,410,82526.240783
-372.8,254,82545.530185
-319.2,206,82562.726844
-577.3,225,82582.790601
46.8,217,82599.577909
-423.5,242,82618.635714
-53.6,399,82652.716693
-116.8,400,82687.810712
-153.1,221,82707.765819
-68.6,216,82725.165653
-9.7,199,82741.561555
51.6,210,82758.184627
3.7,389,82792.266586
-481.0,230,82811.307605
-251.3,208,82828.639664
-480.6,246,82848.270618
-293.7,209,82867.56056
-118.7,212,82884.622587
-484.8,272,82904.919528
-925.9,269,82927.974591
-442.4,359,82960.074974
-702.8,281,82983.578555
10.1,204,83000.90604
9.8,215,83018.149474
50.2,207,83034.663556
-41.2,184,83052.072555
-147.2,222,83070.006473
-808.5,271,83094.323544
-107.5,209,83113.197222
-46.6,214,83130.830354
-463.9,266,83151.200356
-705.9,254,83173.267364
-47.0,214,83190.284765
39.3,190,83206.856159
-374.4,243,83225.953069
-866.7,234,83247.083683
107.1,305,83272.260243
-263.0,227,83290.366459
-138.3,238,83308.845031
-54.9,196,83325.109727
-350.8,216,83344.189372
63.1,212,83360.805285
-519.0,370,83391.389687
-80.3,393,83426.436272
-426.5,226,83446.09024
-404.7,231,83464.176181
-983.3,291,83489.952133
-13.8,220,83507.471234
-283.7,235,83525.831275
-1226.4,314,83553.825189
-711.5,254,83574.268116
-438.2,251,83595.87003
7.6,207,83612.147533
-11.8,209,83628.879595
-130.8,212,83645.979392
-129.5,205,83663.115473
-543.1,250,83683.187827
-87.6,200,83699.561998
-368.1,214,83719.997321
-430.4,264,83740.86742
12.0,210,83757.758368
-877.8,256,83780.786531
-456.3,238,83801.042422
-505.7,231,83821.879406
-464.4,255,83841.441613
-431.7,246,83863.300325
-880.2,297,83887.523321
-49.1,221,83904.59632
-433.2,221,83922.633311
-974.9,292,83948.42639
16.8,178,83965.50832
-709.2,272,83987.792278
-551.1,246,84009.322279
-157.0,224,84026.873302
-118.0,229,84044.933293
-227.1,217,84064.973769
-16.3,226,84082.88124
18.6,205,84099.437321
-1.2,203,84115.817354
-462.4,403,84150.471307
-7.8,204,84166.824305
-61.2,212,84184.128552
-78.5,205,84201.190254
-789.9,253,84223.923674
56.5,197,84240.562379
-85.2,215,84258.102256
-89.4,208,84275.184329
-799.8,276,84299.221178
-133.0,230,84317.745293
-195.5,206,84335.815444
-664.8,257,84358.475442
-534.0,230,84377.819207
-730.5,251,84397.859187
-378.7,226,84419.74414
-85.8,196,84438.257194
-29.6,204,84455.764033
-57.4,216,84473.609168
-758.8,286,84498.849131
-696.3,291,84523.23789
-36.6,215,84540.446176
-572.9,253,84561.266126
-625.5,232,84581.967183
-77.7,220,84599.929159
-60.5,221,84617.373165
-115.6,218,84634.493148
-204.5,241,84655.615673
-1050.5,324,84682.710134
-219.4,402,84717.755646
-92.9,213,84734.777146
-102.3,210,84751.859123
-871.9,271,84774.81409
-33.6,215,84792.081102
-652.4,297,84817.062125
-472.7,242,84837.156051
-310.2,184,84853.49515
48.2,342,84886.939895
-410.8,235,84906.264715
-232.4,210,84924.338037
-845.0,255,84947.848102
-52.8,216,84965.219094
49.9,203,84981.593042
-578.3,259,85001.655072
-465.5,222,85021.820101
-100.9,217,85039.546067
47.4,390,85074.531082
-39.7,213,85091.861029
-863.3,268,85113.706045
-189.5,204,85130.85699
-435.3,227,85151.221718
-84.5,212,85168.427094
-528.4,250,85188.494003
-597.9,231,85209.51302
-702.5,275,85231.560993
-135.5,204,85248.73904
-201.2,215,85268.79398
-399.3,241,85287.853179
-732.4,260,85310.065953
-29.8,212,85327.667891
-833.1,266,85348.726958
-88.7,215,85368.971301
-72.0,214,85386.408011
-401.7,237,85405.466054
-192.3,244,85423.870308
-17.9,206,85442.89391
-941.2,327,85469.234369
-584.3,269,85489.608991
-805.6,206,85508.945887
-48.9,207,85526.25091
-601.1,226,85545.307883
-65.0,231,85563.058081
-258.7,230,85581.155917
-316.6,231,85602.226887
-261.5,232,85620.287915
-873.3,252,85642.757837
-101.7,213,85660.316899
-597.6,249,85680.350101
-727.3,240,85701.428049
-933.8,286,85725.785872
-489.5,245,85744.89987
-468.7,239,85764.548268
-104.1,204,85781.603523
-1396.0,324,85813.520248
-488.3,274,85835.633781
-169.1,215,85855.273044
-807.9,279,85877.351582
-105.4,220,85897.426811
-652.9,308,85922.837948
-499.6,240,85941.883251
-28.7,206,85959.115813
-537.6,236,85978.215815
-1192.8,294,86003.086795
-1282.8,331,86032.137789
-1019.7,292,86057.858045
34.6,214,86075.406763
62.4,200,86091.935756
-78.3,206,86109.01909
-465.7,257,86129.160767
-85.7,216,86148.531827
-219.7,233,86167.267188
56.0,199,86183.54678
-578.8,247,86203.588795
-311.5,378,86236.293768
-636.8,249,86258.35771
-348.4,224,86280.420767
-123.4,189,86298.005116
-120.7,211,86315.853916
18.7,397,86350.935719
-827.9,273,86374.502704
-945.1,291,86396.913761
-918.4,277,86420.198694
73.4,196,86436.446735
-39.2,388,86471.553712
-335.5,237,86490.632713
-150.4,218,86510.190713
-766.5,251,86530.511756
-249.5,224,86548.734449
59.6,214,86565.838755
-1212.8,297,86591.896695
-38.7,396,86626.883411
-800.2,253,86648.96365
48.9,362,86681.068715
-26.6,199,86698.232567
-720.1,236,86719.459664
-866.5,254,86740.848621
64.1,359,86773.687976
-532.1,236,86792.732641
-960.6,256,86815.628613
-384.9,245,86835.928594
-881.5,234,86857.219648
49.2,200,86873.679079
-336.8,204,86891.017885
-635.7,232,86909.091574
-623.9,232,86928.186541
-800.0,261,86951.251598
-267.8,241,86970.524679
-311.9,207,86989.605546
-18.0,215,87007.073512
-619.4,269,87028.155697
-164.8,216,87048.124703
-1.1,205,87065.340618
-98.6,204,87082.371632
-406.9,228,87100.570771
-557.9,251,87121.62359
-432.5,219,87142.176537
-502.2,235,87161.671697
-589.5,241,87181.710994
-1261.0,320,87210.096491
-692.0,301,87235.458774
-46.5,207,87252.712462
-646.2,224,87271.806461
-554.8,265,87295.344564
-332.4,229,87314.050167
-1006.9,317,87340.26654
-583.1,256,87363.792401
-454.3,254,87383.879441
-344.2,238,87403.040599
-562.3,206,87424.41275
-103.1,208,87442.300451
-601.1,234,87461.33946
73.8,281,87485.511428
-555.3,261,87505.572568
-44.7,208,87522.71345
-241.5,204,87539.755431
-679.1,356,87571.841356
-490.1,220,87589.619458
-253.9,228,87610.695443
-104.2,214,87629.341339
23.2,201,87645.759026
-568.6,254,87666.036399
-24.5,382,87701.061359
-400.4,225,87720.144348
-1243.2,324,87749.03061
-299.2,237,87767.260362
-422.2,256,87787.354367
-64.3,350,87819.42435
-515.2,247,87838.589323
-76.5,200,87855.020306
-98.8,204,87872.059274
-390.0,226,87892.371846
-519.9,273,87913.572309
-848.7,227,87934.299352
-514.2,275,87955.785288
-234.8,208,87975.045362
57.4,207,87992.124217
57.7,195,88008.620274
-1089.2,298,88034.582259
-126.2,371,88065.924274
-453.8,230,88086.658228
-861.9,249,88106.976334
-425.1,236,88126.042289
-33.5,211,88145.467235
25.5,205,88162.325431
-832.9,273,88184.390379
-1098.7,296,88210.408561
-667.7,222,88228.566186
-828.6,250,88250.453071
-111.1,199,88267.514285
-373.9,234,88286.671269
-361.8,221,88307.237463
76.6,203,88324.107257
-16.2,213,88341.402186
-162.0,344,88370.416188
-107.0,202,88386.774199
-253.4,241,88407.678235
63.0,378,88439.753152
-94.1,398,88474.878225
-804.4,389,88509.983166
-420.3,238,88533.117173
-491.5,242,88553.577472
-23.7,389,88588.61723
-299.0,212,88606.678056
-1083.2,302,88631.905109
-546.7,242,88651.255145
-102.9,197,88667.538103
-1183.4,310,88695.79908
47.8,204,88712.216993
22.8,399,88747.293067
-219.7,231,88765.655092
-319.1,224,88784.146176
-93.0,188,88800.934087
-842.4,262,88824.344094
80.1,200,88840.6721
-682.1,257,88861.609089
-1093.2,316,88887.684282
-410.8,319,88917.8821
-1234.3,301,88944.576067
-276.9,232,88963.034057
-96.1,203,88980.064266
-379.3,214,88998.14804
15.9,205,89014.617073
46.6,197,89031.607044
-283.8,242,89050.62703
-168.4,391,89085.721033
-26.6,390,89120.768297
-656.9,227,89141.609064
-51.3,202,89158.319977
45.2,396,89193.918986
-255.1,225,89212.843407
-0.8,361,89241.943461
-711.5,221,89261.346962
60.6,197,89277.718947
-59.7,205,89295.083014
-666.2,266,89315.904978
-53.5,189,89332.207245
-14.8,196,89349.014402
-360.7,235,89368.352876
-494.8,233,89389.874444
-55.9,216,89407.245919
-1035.5,275,89432.757915
-87.0,190,89449.924609
-23.3,217,89468.717179
-783.9,283,89493.41101
-600.9,239,89513.678911
-138.4,217,89531.338951
-257.9,232,89550.371191
-434.1,210,89570.31019
-159.3,202,89587.358913
-87.6,197,89604.492906
-1559.3,364,89635.594879
-252.9,231,89657.432973
16.5,220,89674.970141
10.8,201,89692.011995
8.4,200,89709.076794
-94.3,202,89726.100802
58.1,198,89742.734881
-172.8,205,89760.240844
