#{"t_start": 1646005197.5494184, "env_id": null}
r,l,t
-400.1,219,133448.997254
-88.9,193,133467.299328
68.4,334,133499.33949
-452.9,229,133520.409774
-485.6,203,133539.452553
-868.6,221,133561.510668
-225.1,204,133580.298727
-650.8,267,133604.326783
-58.3,174,133621.392865
-312.8,197,133639.867944
-622.6,234,133661.462003
-345.2,203,133680.524998
-245.2,200,133699.553934
-800.5,245,133724.667546
37.2,186,133742.293205
-242.3,205,133761.116532
-934.4,262,133785.262418
-161.9,197,133803.349484
72.8,175,133819.839505
-114.2,192,133837.384897
-124.6,178,133854.45771
-301.4,191,133872.528637
-135.4,190,133890.97071
-452.2,226,133912.081772
26.3,185,133929.425921
-3.6,192,133947.46393
-189.4,224,133967.53804
-610.2,230,133988.01104
-173.3,197,134006.088162
-78.6,181,134023.181279
58.9,176,134040.317383
-212.0,217,134060.397302
-247.0,195,134078.517606
-11.5,191,134097.313356
-386.0,196,134116.668491
-14.0,192,134135.085537
-175.1,205,134154.226528
-401.5,207,134173.254738
-30.0,195,134191.195028
-825.4,227,134211.885965
-487.5,208,134231.185069
-395.3,194,134249.280897
9.5,188,134267.000943
0.7,186,134284.251055
-974.3,247,134306.658134
-522.3,214,134326.768243
-1265.9,235,134351.316342
-303.1,228,134371.384415
-187.5,195,134389.778423
-383.7,199,134408.804864
79.0,173,134425.211501
-709.7,197,134444.271286
-58.2,204,134463.290906
-118.8,210,134482.300732
-731.7,216,134502.101773
-497.2,203,134520.648925
-21.8,185,134538.387928
-569.5,230,134558.734985
-619.0,232,134580.044058
-281.3,203,134599.109084
-375.9,190,134617.207398
-239.5,189,134635.384799
-557.5,209,134655.404257
97.0,329,134689.287342
-528.9,216,134709.721513
-641.5,217,134729.82058
-91.5,182,134747.364584
-916.0,231,134768.526698
-372.9,194,134786.755772
-96.8,185,134804.485841
104.7,179,134821.56496
-871.2,267,134845.303959
23.8,173,134862.231983
-1009.8,249,134884.316052
-1782.0,303,134913.531174
-379.7,189,134931.583216
-797.2,227,134954.170457
-2.1,188,134972.547304
-32.2,357,135007.678429
-882.6,226,135032.81959
-489.9,185,135051.907582
-675.0,206,135071.051694
-735.0,236,135095.290784
-1396.9,285,135121.35882
-747.0,215,135143.42494
-186.1,208,135163.500951
-160.8,187,135181.217987
94.6,370,135216.315444
-637.4,234,135240.151255
-159.7,194,135258.485387
-253.2,201,135277.212333
-400.9,207,135297.482389
-1194.7,271,135321.520496
-585.6,218,135344.121594
-239.9,200,135362.976869
-194.6,206,135382.516703
-226.5,215,135402.514832
-508.6,210,135422.294855
-820.8,240,135444.736046
-807.2,229,135467.883466
-235.3,203,135487.024032
-862.5,252,135510.081149
-211.1,193,135528.427153
-422.7,222,135548.259232
-130.5,184,135566.026064
-149.8,184,135583.724448
-215.1,200,135602.794459
-293.4,190,135620.894845
-489.6,232,135642.223577
-142.2,172,135659.278835
75.9,368,135695.867735
-309.5,212,135715.622835
-283.7,215,135735.699838
-80.7,183,135752.78604
-398.0,223,135772.839035
-251.1,193,135791.148063
-287.3,190,135809.201155
-491.7,213,135829.226437
-475.7,208,135848.979285
78.9,363,135885.639444
-516.8,223,135905.757015
-4.4,182,135924.098051
-203.9,195,135942.633452
-652.2,205,135961.704609
-334.7,202,135980.092676
-365.0,218,136000.181865
-41.1,178,136016.672812
-514.0,212,136036.212943
-91.1,186,136055.060005
-639.7,223,136075.498068
-223.3,194,136093.553074
-106.2,186,136110.792059
-412.7,213,136130.604181
-996.7,246,136152.537352
-34.3,176,136169.644317
-346.5,196,136187.727404
-74.9,192,136205.40251
-21.7,189,136223.283209
-664.2,216,136243.365626
-41.8,175,136260.41376
-159.1,209,136279.743634
-145.5,188,136297.518525
-26.3,208,136316.614498
-151.5,192,136334.825705
-251.8,207,136353.886763
-157.3,204,136372.933802
-369.4,204,136392.002868
-152.6,210,136410.808904
-280.6,191,136428.981945
-327.7,183,136446.13899
-74.5,195,136462.370673
-148.0,180,136479.422008
-265.0,201,136498.525903
-860.6,229,136521.516046
-518.0,220,136541.614551
-117.5,197,136560.560174
-31.7,190,136578.80598
-691.5,251,136600.655987
-372.5,208,136619.769292
61.1,169,136635.981144
-788.8,240,136657.776669
-1186.3,237,136680.884438
-113.2,187,136698.752483
-307.4,213,136718.248502
47.9,192,136736.172488
-505.2,230,136756.441519
47.1,334,136788.465469
-1188.5,254,136813.627801
-411.0,211,136834.966599
-373.2,179,136853.050701
-80.4,201,136871.461725
11.1,187,136888.762878
-190.8,197,136906.443825
-72.1,195,136924.812766
-189.9,202,136943.37184
-306.6,216,136962.81001
-145.8,191,136980.797246
-1039.1,226,137001.897929
-143.1,186,137018.959077
-144.7,197,137037.339077
-140.2,196,137055.764459
-101.5,192,137073.783075
-299.1,207,137093.154102
-174.9,197,137111.854077
-153.4,201,137130.610252
-318.0,214,137150.707932
27.9,181,137167.365266
-271.4,189,137184.840369
-559.2,205,137206.294309
-245.0,216,137225.611468
-500.7,198,137244.474542
-333.3,203,137263.584032
-903.9,266,137287.689622
-928.3,239,137311.004223
35.5,191,137329.131592
-94.7,199,137347.330922
65.6,363,137382.437625
-98.1,325,137415.766704
-219.1,207,137434.411768
-72.3,313,137464.585308
-71.9,195,137483.330874
-310.3,212,137503.382489
77.8,180,137520.347964
-1493.9,307,137549.451083
-112.5,193,137567.77597
-242.4,212,137587.432493
-1226.5,281,137614.825968
-140.7,203,137633.642789
-289.3,213,137653.072075
-510.3,214,137672.138564
-12.0,182,137689.633306
-252.0,227,137709.703372
-54.2,191,137727.490251
-31.5,185,137745.850246
-221.6,213,137765.214489
-442.7,207,137784.32541
-1290.6,292,137812.699983
-63.0,188,137830.2484
-329.2,221,137850.293275
-198.4,204,137869.374644
-514.3,199,137888.449552
-6.7,179,137905.651661
-894.8,221,137925.955882
-378.8,202,137944.810831
-526.9,220,137965.477057
97.7,165,137981.69679
-282.4,202,138000.758852
8.9,176,138017.818803
-291.7,205,138036.892135
-393.5,215,138056.399871
-11.5,186,138073.650208
-561.3,224,138094.680161
54.4,176,138111.648683
-863.1,228,138132.735399
-168.4,199,138150.715114
-275.1,198,138168.771164
-594.3,205,138187.787883
-359.6,177,138204.856296
-477.1,206,138224.597207
-142.4,204,138243.786228
65.0,180,138261.780366
-824.2,258,138284.886341
-1129.0,229,138305.921316
-397.8,191,138323.972258
-514.9,198,138342.231479
-1304.3,287,138370.267377
-554.3,222,138390.87294
-753.2,212,138412.628623
-158.2,215,138432.503243
-1052.4,256,138455.598704
-373.8,214,138474.66682
-84.9,202,138492.697006
-505.1,211,138514.511763
-393.5,217,138534.293848
-600.3,207,138553.358881
-48.5,182,138570.472821
-258.9,214,138590.744049
-351.8,197,138609.547335
-262.1,200,138627.61298
-111.0,193,138646.919518
-156.9,209,138666.889142
17.1,191,138684.867281
-436.6,213,138704.899945
-195.6,189,138722.955163
-52.9,190,138740.684376
-666.3,238,138762.607569
-390.8,196,138780.918425
-295.0,194,138798.957284
-285.9,207,138818.004322
95.6,170,138834.356334
-1107.6,277,138859.417408
-390.9,191,138877.486746
14.8,175,138894.393463
-104.0,180,138911.504425
-1.6,183,138928.505411
-967.8,270,138952.093596
-1104.6,255,138977.142702
-300.4,196,138996.235436
-887.6,237,139018.316761
-201.6,193,139037.353703
-85.7,174,139054.405839
-428.3,205,139073.491754
-373.1,195,139091.583754
-6.7,360,139127.329854
-252.1,212,139147.017989
-261.3,213,139166.758034
-420.7,209,139185.858073
-160.5,199,139204.170904
-503.4,208,139223.444095
-324.9,191,139241.539841
4.6,368,139278.134187
-48.4,201,139297.201258
-158.4,201,139315.825244
-115.6,198,139334.572402
-254.8,200,139353.080314
-382.8,216,139373.003484
-484.4,218,139393.501727
-228.2,191,139411.59544
-339.2,211,139430.507396
-102.1,183,139447.584611
-421.6,211,139467.604589
-330.8,218,139487.655569
-184.0,184,139504.732464
-79.1,181,139521.811266
-213.1,197,139540.83973
61.6,358,139575.914814
-315.0,203,139594.990753
-118.2,188,139612.634723
-556.2,217,139632.684241
26.0,179,139649.511052
-150.1,175,139666.592894
-435.4,196,139685.664219
40.4,184,139702.800231
-511.1,211,139723.055079
-3.9,192,139741.102829
-140.9,200,139759.658813
-154.9,201,139777.842484
-54.2,199,139795.911333
-457.7,207,139815.354014
-836.1,229,139835.733825
-436.6,209,139855.56427
-322.4,194,139873.172234
-278.3,201,139891.43625
-763.0,248,139916.211087
38.3,205,139935.236233
-272.3,209,139954.711793
-182.8,188,139972.566245
-1404.9,295,139998.636429
-238.6,192,140016.672884
-325.4,196,140034.937535
-489.9,218,140056.711225
-853.0,224,140076.76381
-66.2,190,140093.850416
-1252.2,297,140122.011482
-114.2,192,140140.252409
-932.2,220,140160.366842
-71.7,183,140178.114334
-293.1,220,140198.22551
-137.8,191,140216.634508
69.7,183,140234.063359
-649.4,235,140255.454154
-1107.6,261,140281.400424
-87.6,200,140300.379453
-62.2,194,140316.750427
-141.8,194,140334.806646
-941.8,223,140357.248929
-440.5,213,140376.747024
-535.4,211,140395.826744
-563.3,224,140416.616673
-653.7,212,140436.64093
-1004.5,232,140460.725883
-1086.1,247,140483.156125
-839.2,218,140503.058866
-94.4,172,140520.08589
60.0,168,140536.417882
-76.6,197,140554.844625
-220.7,198,140573.302829
-997.4,249,140595.767146
-1051.0,249,140620.156974
95.3,366,140655.261489
-621.3,213,140674.928029
-246.7,201,140693.966043
35.4,178,140711.058167
-550.5,222,140731.40112
45.2,165,140747.731572
-293.0,185,140765.796093
-521.3,211,140785.406653
-466.8,207,140804.779103
-537.3,201,140824.079048
-540.4,220,140844.158116
-1105.3,235,140867.789146
-274.1,204,140887.018198
-49.4,197,140905.215217
-1014.1,241,140927.582182
-263.3,184,140945.608345
-1047.2,268,140969.588434
-496.1,201,140990.347514
-435.0,206,141009.484253
-126.2,195,141027.902539
-138.3,383,141063.004272
-195.5,343,141098.045927
80.8,368,141133.086312
-294.5,186,141151.150445
-425.7,208,141169.950131
-664.4,195,141188.522523
25.6,169,141204.815469
-595.9,216,141224.852634
-704.3,215,141244.665525
-662.8,216,141266.984421
-313.2,221,141286.444617
-439.1,201,141305.466283
43.9,191,141323.622552
-82.3,194,141342.483307
-492.8,234,141364.527845
-985.0,237,141386.895065
-569.3,201,141405.946996
-1308.0,252,141431.029428
14.0,181,141448.240848
-277.9,210,141467.647801
-151.0,202,141486.691307
-1084.2,253,141509.476787
101.8,175,141526.119297
-669.3,219,141546.884888
-224.2,202,141565.928841
-299.1,207,141584.949256
-799.2,227,141607.832904
-363.5,216,141627.489588
-67.7,180,141644.972297
-244.0,197,141664.191141
-902.9,236,141685.572964
-1023.6,242,141707.736475
-291.5,206,141726.90045
-647.2,205,141745.999734
-107.2,190,141764.092423
-192.3,196,141782.360009
-436.7,180,141803.49062
-1095.8,246,141830.133842
-372.7,217,141850.374072
-1086.3,262,141873.915892
-358.7,203,141893.345135
-921.4,228,141916.848273
-332.7,194,141934.963013
-196.3,200,141953.796967
-315.5,203,141973.098495
-432.6,197,141991.73446
-314.1,217,142011.754738
-125.1,196,142030.661039
-132.2,208,142049.735303
-549.6,229,142070.50422
-822.6,252,142096.70719
-32.2,184,142112.834298
-628.8,198,142132.140448
-308.6,184,142149.315965
-263.3,213,142168.618379
-417.9,183,142186.062401
57.4,350,142221.168435
-635.2,250,142244.258473
-361.0,223,142264.351499
-623.0,208,142286.979757
-376.8,223,142307.525704
-36.7,184,142325.226539
-374.2,210,142345.311532
-278.9,192,142363.604624
-397.8,213,142383.634609
-672.3,222,142403.938589
-1073.3,242,142426.096592
-529.8,215,142447.79959
-949.5,227,142469.031729
-713.4,213,142489.056637
-486.9,209,142508.512692
-486.5,204,142527.992742
37.5,168,142544.283337
-22.7,192,142562.415538
-187.5,199,142580.713984
-635.8,232,142601.77531
-509.1,222,142621.944436
-473.1,206,142640.996133
-312.3,214,142660.430867
-782.7,213,142683.210875
-369.2,209,142703.00098
16.9,191,142721.460935
-367.3,200,142740.69898
-598.4,219,142760.734056
-27.2,369,142795.824902
-630.1,220,142818.14451
-449.6,219,142838.926144
58.2,176,142856.95304
-573.3,242,142879.010105
-1028.8,279,142906.081474
-110.2,201,142925.165138
104.7,179,142942.403319
-1444.9,284,142967.886171
-521.6,197,142985.964149
-278.1,195,143003.999685
-234.1,202,143023.044553
-777.0,218,143044.902942
71.6,305,143073.505761
-213.4,199,143092.06429
-523.7,241,143114.131297
-277.4,195,143132.24264
-1097.7,259,143155.907524
-171.8,178,143173.005361
-143.9,159,143190.062436
-419.5,208,143209.408374
-481.3,201,143228.550338
-688.9,231,143249.623433
-302.2,206,143268.749415
-607.7,202,143287.242401
-275.1,196,143305.312467
-253.1,205,143324.362488
-845.3,244,143348.473534
-465.9,238,143369.587501
-49.8,184,143386.884624
-716.9,222,143407.016498
37.1,180,143423.866623
-170.3,180,143440.979578
-95.8,189,143458.442622
-136.2,209,143477.248664
54.2,179,143494.275637
-25.5,199,143512.871607
-78.8,202,143531.237973
-615.9,236,143552.744916
-1642.2,351,143584.821827
-660.3,202,143605.738627
-136.8,206,143624.737653
-342.5,194,143643.479607
-57.5,198,143660.55986
-499.1,202,143681.389892
-690.1,200,143700.42768
-97.7,204,143718.759713
-279.6,215,143738.504649
-153.5,208,143757.572758
-171.9,196,143776.238744
-216.6,194,143795.009686
-65.0,187,143812.493736
-882.9,267,143836.536695
43.4,157,143852.934527
-31.5,189,143870.442801
-1189.4,278,143895.541981
-69.8,180,143912.60301
-448.5,209,143931.885801
-149.8,345,143966.951793
-199.4,187,143984.407933
-361.2,204,144003.469858
-154.4,200,144021.672827
-524.9,213,144041.716055
-416.2,208,144060.791895
-398.3,206,144079.852884
-545.5,206,144101.374907
-132.1,175,144118.467022
-46.4,191,144135.878402
-174.4,208,144155.377063
-11.9,186,144172.919931
-92.8,195,144190.754693
-738.6,224,144210.826145
-507.7,209,144229.857392
-1328.6,279,144256.894095
-766.8,216,144277.106982
9.2,170,144293.692001
57.0,366,144328.808012
-790.8,213,144348.842973
-384.9,196,144367.187135
-614.6,226,144390.490063
-78.9,202,144409.260999
-1131.5,291,144436.41103
-238.3,216,144455.851189
-1323.5,281,144480.916124
-452.1,187,144498.944122
-610.2,191,144516.976032
-259.3,210,144536.318076
-885.5,217,144558.391784
-445.7,204,144577.508165
-1208.3,288,144603.565413
-556.5,203,144622.654063
5.2,340,144657.705279
70.9,363,144694.419161
-219.9,210,144714.232091
-182.6,202,144733.142149
-201.7,198,144751.546158
-120.3,197,144770.063084
-224.2,213,144789.812493
-177.7,194,144807.878207
-129.8,198,144826.340185
-348.0,213,144845.492254
-267.6,201,144864.5502
-1240.1,274,144891.567562
-865.1,223,144912.025265
-159.4,187,144930.394378
28.1,194,144948.384233
-979.9,278,144973.424296
-379.0,178,144990.494231
109.6,318,145022.551246
-336.3,196,145041.633307
-80.8,170,145057.984349
-693.5,232,145079.035283
-97.8,185,145097.175189
-721.1,243,145121.450403
-78.0,210,145140.754389
-753.7,258,145163.922331
-183.6,209,145182.99046
-281.2,203,145202.031376
-728.0,212,145221.355333
-582.8,205,145242.351351
-388.4,228,145263.42135
-156.8,188,145281.193476
-669.6,256,145304.275464
45.9,178,145320.9466
-51.6,177,145337.965513
-110.1,198,145356.693935
7.5,184,145374.411376
-575.4,219,145394.307459
-820.9,251,145417.376588
-350.0,205,145436.430404
-829.9,215,145458.705514
-98.3,208,145477.800814
-596.4,239,145499.875491
-439.1,201,145519.132816
-1132.6,249,145542.17148
-597.2,203,145563.98056
43.9,192,145580.608336
-158.6,201,145599.570517
-588.8,207,145620.636025
-109.0,200,145639.535556
4.3,204,145658.553586
-208.1,219,145678.656616
23.6,187,145696.437608
-85.3,193,145714.452874
-155.5,198,145733.157858
-533.1,214,145753.182771
-282.0,219,145773.321654
-77.5,188,145791.222635
-252.1,198,145809.707611
-359.0,192,145827.927672
95.3,346,145859.978658
-716.0,220,145880.055705
-475.3,209,145899.5507
-819.3,215,145923.637724
-343.5,210,145943.082874
-260.6,212,145963.12275
-276.2,193,145981.193705
-335.8,219,146001.379757
-384.4,193,146019.473655
-268.0,201,146038.562768
-19.1,179,146055.52371
-224.5,207,146074.755749
-181.7,199,146093.161745
-242.2,222,146113.22093
-395.4,202,146132.278486
-350.2,185,146150.470798
-204.5,190,146168.556807
-331.4,206,146187.861711
-1123.8,246,146210.941689
-361.3,203,146230.012875
-412.3,205,146249.056332
-513.9,202,146268.385911
-956.5,245,146293.198852
58.5,189,146310.95583
-133.0,193,146329.416828
-298.8,200,146348.103828
-1147.6,286,146373.79794
-1033.8,225,146396.183941
-69.5,193,146413.971073
-126.5,198,146432.435101
-258.6,213,146452.320845
-648.3,210,146471.558595
-215.2,180,146489.612994
-125.6,198,146508.21984
-288.8,223,146528.359961
23.9,185,146545.111919
-250.1,191,146563.211496
-217.7,200,146581.751965
-242.1,198,146600.350558
-308.2,222,146620.727979
-183.3,204,146639.052018
-844.8,231,146660.281356
-61.2,174,146677.37104
-398.1,201,146695.931023
-670.5,234,146716.672073
-302.9,211,146735.715033
-257.1,200,146754.74543
-1631.6,292,146783.402511
-98.7,182,146800.79512
-609.5,237,146823.850106
-906.6,229,146847.41258
-745.2,228,146868.025125
-302.4,188,146886.0501
-313.0,201,146904.766111
105.3,168,146921.081112
-385.0,217,146941.431116
-136.2,196,146960.339127
-156.0,189,146978.224374
-241.1,200,146996.882163
-500.7,193,147015.533131
-324.5,215,147035.424193
-406.8,205,147054.50176
-155.7,195,147072.551166
-67.1,197,147090.89615
-52.7,195,147109.146202
-723.4,253,147131.95325
-253.3,204,147150.946217
3.2,179,147167.571247
-262.8,187,147185.617216
-709.9,247,147207.966177
-124.8,196,147226.082206
-1322.1,254,147251.166221
-81.1,195,147269.460653
-99.7,204,147288.577214
-672.9,202,147307.636226
-107.8,199,147326.758231
-98.2,192,147344.38921
-296.5,203,147363.502304
-114.2,186,147381.499723
127.2,373,147416.563249
-492.3,224,147439.086375
-250.2,205,147457.597193
-159.8,211,147477.266561
-169.4,206,147496.368653
-74.3,183,147513.435224
-535.1,214,147533.501292
-219.4,200,147552.548307
94.5,182,147570.228395
-329.1,204,147589.298282
-66.0,197,147608.347284
-77.1,200,147626.677224
-110.3,198,147645.12623
-373.3,220,147665.19928
-118.9,187,147682.629246
-118.2,204,147700.966307
-300.2,202,147720.500276
-394.4,218,147741.521252
-716.6,237,147763.51826
-64.0,179,147780.518333
-1048.3,248,147805.276307
-198.9,203,147823.670251
-275.4,200,147842.40632
-118.7,208,147861.365297
38.5,192,147878.568299
-253.2,215,147898.356545
-949.5,251,147920.774199
-41.1,180,147937.811319
-858.9,227,147957.869313
-273.7,204,147976.960366
-502.3,215,147997.334773
-558.1,197,148015.426446
-631.8,208,148036.752342
-227.6,206,148056.036318
6.4,197,148073.97239
-236.5,202,148092.984702
-13.0,195,148111.289282
-95.4,198,148127.702369
-264.8,188,148145.722395
-619.3,214,148167.552353
-230.1,217,148186.931336
-79.9,205,148205.959874
-576.5,218,148225.741417
-321.6,202,148244.825413
28.4,358,148281.71943
-773.0,228,148303.608393
-163.5,186,148321.065722
-89.9,204,148339.930408
-1186.0,287,148367.616414
-197.9,201,148386.550418
-141.9,219,148406.585372
-66.8,189,148424.870535
-18.6,198,148443.652384
-25.7,207,148462.724391
96.9,184,148479.779349
